projectRcn,projectID,projectAcronym,role,id,name,shortName,activityType,endOfParticipation,ecContribution,country,street,city,postCode,organizationUrl,vatNumber,contactForm,contactType,contactTitle,contactFirstNames,contactLastNames,contactFunction,contactTelephoneNumber,contactFaxNumber
199899,689731,City4Age,participant,975084450,PREDUZECE ZA INFORMACIONE TEHNOLOGIJE I ELEKTRONSKO TRGOVANJE BELIT DOO,BELIT,OTH,false,338610.38,RS,TRG NIKOLE PASICA 9,BEOGRAD,11000,NA,RS101017533,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=975084450&projectId=689731&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200118,695169,EmBuild,participant,984364246,REGIONALNA ENERGETSKA AGENCIJA SJEVEROZAPADNE HRVATSKE,REGEA,HES,false,165075,HR,ANDRIJE ZAJE 10,ZAGREB,10000,NA,HR2324873,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=984364246&projectId=695169&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200118,695169,EmBuild,participant,999641843,UNIVERZITET U BEOGRADU,UB,HES,false,90375,RS,STUDENTSKI TRG  1,BEOGRAD,11000,http://www.bg.ac.yu/en_index.php,RS100052450,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999641843&projectId=695169&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200151,689068,SMARTool,participant,951982348,FAKULTET INZENJERSKIH NAUKA UNIVERZITETA U KRAGUJEVCU,FINK,HES,false,319500,RS,SESTRE JANJIC 6,KRAGUJEVAC,34000,NA,RS101576499,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=951982348&projectId=689068&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200110,693167,YOUNG_ADULLLT,participant,941504117,"SVEUCILISTE U ZAGREBU, UCITELJSKI FAKULTET",UNIZG,HES,false,61490,HR,SAVSKA CESTA 77,ZAGREB,10000,NA,HR72226488129,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=941504117&projectId=693167&programId=31045243,NA,NA,NA,NA,NA,NA,NA
198734,672302,ScienceSquared,participant,999443672,SVEUCILISTE U ZAGREBU MEDICINSKI FAKULTET,Unizag,HES,false,27812.5,HR,SALATA 3,ZAGREB,10 000,www.mef.unizg.hr,HR45001686598,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999443672&projectId=672302&programId=31045243,NA,NA,NA,NA,NA,NA,NA
198796,681103,BIO-CHIP,participant,999443672,SVEUCILISTE U ZAGREBU MEDICINSKI FAKULTET,Unizag,HES,false,967000,HR,SALATA 3,ZAGREB,10 000,www.mef.unizg.hr,HR45001686598,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999443672&projectId=681103&programId=31045243,NA,NA,NA,NA,NA,NA,NA
199390,688061,TagItSmart,coordinator,955888441,"DRUSTVO ZA KONSALTING, RAZVOJ I IMPLEMENTACIJU INFORMACIONIH I KOMUNIKACIONIH TEHNOLOGIJA DUNAVNET DOO NOVI SAD",DunavNET d.o.o.,OTH,false,1717500,RS,ANTONA CEHOVA 1/2,NOVI SAD,21000,www.dunavnet.eu,RS104769297,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=955888441&projectId=688061&programId=31045243,NA,NA,NA,NA,NA,NA,NA
199390,688061,TagItSmart,participant,941451931,UNIVEREXPORT EXPORT-IMPORT DOO NOVISAD,Univerexport,OTH,false,115000,RS,SENTANDREJSKI PUT 165,Novi Sad,21000,NA,RS101692669,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=941451931&projectId=688061&programId=31045243,NA,NA,NA,NA,NA,NA,NA
196896,653824,EU-CIRCLE,participant,949424264,VELEUCILISTE VELIKA GORICA,VELEUCILISTE VG,HES,false,214252.25,HR,ZAGREBACKA  5,VELIKA GORICA,10410,NA,HR09032023114,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=949424264&projectId=653824&programId=31045243,NA,NA,NA,NA,NA,NA,NA
196896,653824,EU-CIRCLE,participant,986498828,DRZAVNI HIDROMETEOROLOSKI ZAVOD,DHMZ,HES,false,170812.5,HR,GRIC 3,ZAGREB,10000,http://meteo.hr,HR74660437164,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=986498828&projectId=653824&programId=31045243,NA,NA,NA,NA,NA,NA,NA
196896,653824,EU-CIRCLE,participant,984468230,Drzavna uprava za zastitu i spasavanje,DUZS,HES,false,155351.25,HR,Nehajska 5,Zagreb,10000,http://www.duzs.hr/,HR66912450056,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=984468230&projectId=653824&programId=31045243,NA,NA,NA,NA,NA,NA,NA
194097,643736,EmERGE,participant,953182044,KLINIKA ZA INFEKTIVNE BOLESTI DR. FRAN MIHALJEVIC,KIB,HES,false,281104.5,HR,Mirogojska cesta 8,Zagreb,10000,NA,HR47767714195,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=953182044&projectId=643736&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193339,635577,SUFISA,participant,999423205,"EKONOMSKI FAKULTET, UNIVERZITET U BEOGRADU",BEL,HES,false,156500,RS,Kamenicka br 6,BELGRADE,11000,NA,RS100223295,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999423205&projectId=635577&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193159,633053,EUROfusion,participant,999875031,RUDER BOSKOVIC INSTITUTE,RBI,REC,false,1190334.62,HR,Bijenicka cesta 54,ZAGREB,10000,www.irb.hr,HR69715301002,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999875031&projectId=633053&programId=31045243,NA,NA,NA,NA,NA,NA,NA
194059,643390,HNN 2.0,participant,999500126,AGENCIJA ZA MOBILNOST I PROGRAME EUROPSKE UNIJE,AMEUP,HES,false,42375,HR,FRANKOPANSKA  26,ZAGREB,10000,NA,HR25385906011,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999500126&projectId=643390&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193997,643167,AEOLUS4FUTURE,partner,972528403,FACULTY OF CIVIL ENGINEERING,FCE,HES,false,NA,RS,BULEVAR KRALJA ALEKSANDRA 73,BELGRADE,11000,NA,RS100251144,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=972528403&projectId=643167&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193997,643167,AEOLUS4FUTURE,partner,999588493,Ss. CYRIL AND METHODIUS UNIVERSITY IN SKOPJE,AF-UKIM,HES,false,NA,MK,BLVD GOCE DELCEV 9,SKOPJE,1000,www.ukim.edu.mk,MK4030979223120,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999588493&projectId=643167&programId=31045243,NA,NA,NA,NA,NA,NA,NA
204627,635646,POnTE,participant,999824688,FACULTY OF AGRICULTURE - UNIVERSITY OF BELGRADE,FA,HES,false,422000,RS,Nemanjina  6,BELGRADE,11080,www.agrif.bg.ac.rs,CS100198802,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999824688&projectId=635646&programId=31045243,NA,NA,NA,NA,NA,NA,NA
210174,730280,ROCK,participant,999588493,Ss. CYRIL AND METHODIUS UNIVERSITY IN SKOPJE,AF-UKIM,HES,false,164840,MK,BLVD GOCE DELCEV 9,SKOPJE,1000,www.ukim.edu.mk,MK4030979223120,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999588493&projectId=730280&programId=31045243,NA,NA,NA,NA,NA,NA,NA
210174,730280,ROCK,participant,989434048,CITY OF SKOPJE,Skopje,PUB,false,783382.5,MK,BOULEVARD ILINDEN 82 SKOPJE CENTER,SKOPJE,1000,www.skopje.gov.mk,MK4030004561156,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=989434048&projectId=730280&programId=31045243,NA,NA,NA,NA,NA,NA,NA
194571,649307,HERA JRP UP,participant,995092058,HRVATSKA AKADEMIJA ZNANOSTI I UMJETNOSTI,HAZU,HES,false,67408.26,HR,TRG NIKOLE SUBICA ZRINSKOG  11,ZAGREB,10000,www.hazu.hr,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=995092058&projectId=649307&programId=31045243,NA,NA,NA,NA,NA,NA,NA
220198,822622,EU IDEA,participant,942478773,INSTITUT ZA DEMOKRATIJA SOCIETAS CIVILIS SKOPJE,IDSCS,REC,false,57237.5,MK,42/A-3 TEODOSIJ GOLOGANOV ST,SKOPJE,1000,NA,MK4030005551545,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=942478773&projectId=822622&programId=31045243,NA,NA,NA,NA,NA,NA,NA
218672,813547,MIDA,partner,995549995,UNIVERZITET U SARAJEVU,UNSA,HES,false,NA,BA,OBALA KULINA BANA 7,SARAJEVO,71000,www.unsa.ba,BA200494560007,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=995549995&projectId=813547&programId=31045243,NA,NA,NA,NA,NA,NA,NA
218672,813547,MIDA,participant,915509475,FONDACIJA KULTURNO NASLIJEDE BEZ GRANICA,CHwB,OTH,false,219826.8,BA,UL. KRALJA TVRTKA BROJ 7,SARAJEVO,71000,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=915509475&projectId=813547&programId=31045243,NA,NA,NA,NA,NA,NA,NA
216965,786993,SPIRIT,participant,951929386,MINISTARSTVO UNUTRASNJIH POSLOVA REPUBLIKE SRBIJE,SERBLEA,PUB,false,126225,RS,KNEZA MILOSA 103,BELGRADE,11000,NA,RS100184116,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=951929386&projectId=786993&programId=31045243,NA,NA,NA,NA,NA,NA,NA
217977,812997,Cleopatra,participant,999500805,SVEUCILISTE U ZAGREBU FILOZOFSKI FAKULTET,FFZG,HES,false,474734.16,HR,IVANA LUCICA 3,ZAGREB,10000,NA,HR90633715804,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999500805&projectId=812997&programId=31045243,NA,NA,NA,NA,NA,NA,NA
217956,765423,MANNA,participant,998540311,UNIVERSITY OF ZAGREB-FACULTY OF VETERINARY MEDICINE,FVM,HES,false,247761,HR,HEINZELOVA 55,ZAGREB,10000,www.vef.hr,HR36389528408,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998540311&projectId=765423&programId=31045243,NA,NA,NA,NA,NA,NA,NA
216130,786133,EURAXESS TOP IV,participant,998833930,MASINSKI FAKULTET - UNIVERZITETA U NISU,MEF,HES,false,91350,RS,ALEKSANDRA MEDVEDEVA  14,NIS,18000,http://www.masfak.ni.ac.rs,RS100662813,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998833930&projectId=786133&programId=31045243,NA,NA,NA,NA,NA,NA,NA
216130,786133,EURAXESS TOP IV,participant,995591705,UNIVERZITET U BANJOJ LUCI,UNI BL,HES,false,28682.5,BA,BULEVAR VOJVODE PETRA BOJOVICA BB,BANJA LUKA,78000,www.unibl.org,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=995591705&projectId=786133&programId=31045243,NA,NA,NA,NA,NA,NA,NA
216130,786133,EURAXESS TOP IV,participant,911084335,AGJENCIA KOMBETARE E KERKIMIT SHKENCOR DHE INOVACIONIT,NASRI,HES,false,20350,AL,"""RRUGA PAPA""""GJON PALI"""" II NR.3""",TIRANA,1001,NA,ALL62127451O,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=911084335&projectId=786133&programId=31045243,NA,NA,NA,NA,NA,NA,NA
216130,786133,EURAXESS TOP IV,participant,999500126,AGENCIJA ZA MOBILNOST I PROGRAME EUROPSKE UNIJE,AMEUP,HES,false,71475,HR,FRANKOPANSKA  26,ZAGREB,10000,NA,HR25385906011,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999500126&projectId=786133&programId=31045243,NA,NA,NA,NA,NA,NA,NA
216130,786133,EURAXESS TOP IV,participant,938637573,DRUSHTVO ZA EDUACIJA CENTAR ZA INOVACII TRANSFER NA ZNAEENJE DOOEL SKOPJE,IKT-labs,OTH,false,44600,MK,RILSKI CONGRESS 49 14,SKOPJE,1000,NA,MK4058014518960,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=938637573&projectId=786133&programId=31045243,NA,NA,NA,NA,NA,NA,NA
216153,786805,EXERTER,participant,998157258,SVEUCILISTE U ZAGREBU RUDARSKO-GEOLOSKO-NAFTNI FAKULTET,RGNF,HES,false,59525,HR,PIEROTTIJEVA 6,ZAGREB,10000,www.rgn.hr,HR99534693762,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998157258&projectId=786805&programId=31045243,NA,NA,NA,NA,NA,NA,NA
216153,786805,EXERTER,participant,931973673,MINISTRY OF INTERIOR,MUP,HES,false,41400,HR,ULICA GRADA VUKOVARA 33,ZAGREB,10000,NA,HR36162371878,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=931973673&projectId=786805&programId=31045243,NA,NA,NA,NA,NA,NA,NA
213379,731015,ELEXIS,participant,941630314,CENTAR ZA DIGITALNE HUMANISTICKE NAUKE,BCDH,HES,false,310410,RS,DZORDZA VASINGTONA 28A,BEOGRAD,11000,NA,RS105604641,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=941630314&projectId=731015&programId=31045243,NA,NA,NA,NA,NA,NA,NA
211749,765256,SALTGIANT,partner,916954096,Museum of  the Republic of Srpska,NA,PRC,false,NA,BA,Djure Danicica 1,Banja Luka,78000,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=916954096&projectId=765256&programId=31045243,NA,NA,NA,NA,NA,NA,NA
210788,723246,RAMSSES,participant,924529214,"ULJANIK - BRODOGRADNJA, STROJOGRADNJA, ELEKTROINDUSTRIJA, OPREMA, PLOVIDBA, TRGOVINA, TURIZAM D. D.",ULJ,OTH,false,136893.75,HR,FLACIUSOVA 1,PULA GRAD PULA POLA,52100,NA,HR56243843109,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=924529214&projectId=723246&programId=31045243,NA,NA,NA,NA,NA,NA,NA
207463,734855,trans-making,participant,947484846,UDRUZENJE ZA KULTURU I UMJETNOST CRVENA,CRVENA,HES,false,279000,BA,AUGUSTA BRAUNA 14/3,SARAJEVO,71000,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=947484846&projectId=734855&programId=31045243,NA,NA,NA,NA,NA,NA,NA
205813,728055,SKIN,participant,928575472,BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS,BSI,HES,false,58250,RS,DR ZORANA DINDICA STREET 1,NOVI SAD,21000,www.biosense.rs,RS109015886,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=928575472&projectId=728055&programId=31045243,NA,NA,NA,NA,NA,NA,NA
207058,734645,KEAC-BSR,participant,997384362,INSTITUTE OF NATIONAL HISTORY - SKOPJE,INH Skopje,HES,false,126000,MK,GIGOR PRLICEV STR 3,SKOPJE,1000,www.ini.ukim.mk,MK4030948262674,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=997384362&projectId=734645&programId=31045243,NA,NA,NA,NA,NA,NA,NA
205650,723757,Planheat,participant,929735786,GRAD VELIKA GORICA,GVG,PUB,false,40250,HR,TRG KRALJA TOMISLAVA 34,VELIKA GORICA,10410,NA,HR75834963344,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=929735786&projectId=723757&programId=31045243,NA,NA,NA,NA,NA,NA,NA
205650,723757,Planheat,participant,996827485,"SVEUCILISTE U ZAGREBU, FAKULTET STROJARSTVA I BRODOGRADNJE",UNIZAG FSB,HES,false,190625,HR,IVANA LUCICA 5,ZAGREB,10000,www.fsb.hr,HR22910368449,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=996827485&projectId=723757&programId=31045243,NA,NA,NA,NA,NA,NA,NA
203384,688338,NoAW,participant,973480458,INSTITUT ZA ARHITEKTURU I URBANIZAM SRBIJE,IAUS,HES,false,349375,RS,BULEVAR KRALJA ALEKSANDRA  73 II,BEOGRAD,11000,www.iaus.ac.rs,RS100123977,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=973480458&projectId=688338&programId=31045243,NA,NA,NA,NA,NA,NA,NA
203384,688338,NoAW,participant,926902416,"PREDUZECE ZA PROIZVODNJU PROMET I USLUGE VINARIJA ALEKSANDROVIC DOO, VINCA",VA,OTH,false,25575,RS,VINARIJA ALEKSANDROVIC,VINCA TOPOLA,34310,NA,RS103448134,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=926902416&projectId=688338&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200224,678012,MyToolBox,participant,986994013,"Univerzitet u Novom Sadu, Poljoprivredni fakultet Novi Sad",PFNS,REC,false,183025,RS,TRG DOSITEJA OBRADOVICA 8,NOVI SAD,21000,NA,RS100239025,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=986994013&projectId=678012&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200224,678012,MyToolBox,participant,934504791,DRUSTVO SA OGRANICENOM ODGOVORNOSCUAGROCENTRUM ZA PROIZVODNJU PROMETI POSLOVNE USLUGE,Agrocentrum,OTH,false,32968.75,RS,GORNJI SALASI 265,BECEJ,21220,NA,RS100741511,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=934504791&projectId=678012&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200216,678781,MycoKey,participant,999824688,FACULTY OF AGRICULTURE - UNIVERSITY OF BELGRADE,FA,HES,false,129018.75,RS,Nemanjina  6,BELGRADE,11080,www.agrif.bg.ac.rs,CS100198802,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999824688&projectId=678781&programId=31045243,NA,NA,NA,NA,NA,NA,NA
198771,680633,BEinCPPS,participant,965052225,PRIVREDNO DRUSTVO ZA PRUZANJE USLUGA ISTRAZIVANJE I RAZVOJ NISSATECH INNOVATION CENTRE DOO,NISSA,PRC,false,190750,RS,CARA DUSANA 58 OFFICE 303,NIS,18000,NA,RS106017516,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=965052225&projectId=680633&programId=31045243,NA,NA,NA,NA,NA,NA,NA
198368,680517,MOEEBIUS,participant,975024213,BEOGRADSKE ELEKTRANE,BEOELEK,PRC,false,114616.25,RS,SAVSKI NASIP 11,BEOGRAD,11070,NA,RS100139344,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=975024213&projectId=680517&programId=31045243,NA,NA,NA,NA,NA,NA,NA
198368,680517,MOEEBIUS,participant,975084450,PREDUZECE ZA INFORMACIONE TEHNOLOGIJE I ELEKTRONSKO TRGOVANJE BELIT DOO,BELIT,OTH,false,135625,RS,TRG NIKOLE PASICA 9,BEOGRAD,11000,NA,RS101017533,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=975084450&projectId=680517&programId=31045243,NA,NA,NA,NA,NA,NA,NA
194944,654168,AIDA-2020,participant,999875031,RUDER BOSKOVIC INSTITUTE,RBI,REC,false,86440,HR,Bijenicka cesta 54,ZAGREB,10000,www.irb.hr,HR69715301002,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999875031&projectId=654168&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193919,642477,VAMOS,participant,941316228,FONDACIJA ZA OBNOVU I RAZVOJ REGIJE VARES,FORRV,HES,false,38912,BA,ZVIJEZDA 34,VARES,71330,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=941316228&projectId=642477&programId=31045243,NA,NA,NA,NA,NA,NA,NA
193919,642477,VAMOS,participant,947831524,FEDERALNI ZAVOD ZA GEOLOGIJU SARAJEVO,FZG,HES,false,26617,BA,USTANICKA 11,ILIDZA,71210,NA,BA4200295950009,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=947831524&projectId=642477&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200534,678024,Strength2Food,participant,999821681,"MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA",MESTD,HES,false,37125,RS,Nemanjina 22-26,BELGRADE,11000,www.mpn.gov.rs,RS102199748,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999821681&projectId=678024&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200534,678024,Strength2Food,participant,999423205,"EKONOMSKI FAKULTET, UNIVERZITET U BEOGRADU",BEL,HES,false,283125,RS,Kamenicka br 6,BELGRADE,11000,NA,RS100223295,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999423205&projectId=678024&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200534,678024,Strength2Food,participant,934670079,MUNICIPALITY OF ARILJE,Opstina Arilje,PUB,false,54375,RS,SVETOG AHILIJE 53,ARILJE,312330,NA,RS100493722,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=934670079&projectId=678024&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200534,678024,Strength2Food,participant,915745379,EUROPEAN TRAINING ACADEMY,EUTA,REC,false,129375,RS,SMILJANICEVA 11,BEOGRAD,11000,NA,RS108760203,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=915745379&projectId=678024&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200534,678024,Strength2Food,participant,953870453,BALKANSKA BEZBEDNOSNA MREZA UDRUZENJE,BSN,OTH,true,NA,RS,NEBOJSINA 39A,BEOGRAD,11000,www.balkansecurity.net,RS107027914,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=953870453&projectId=678024&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200534,678024,Strength2Food,participant,929638010,"KONZUM,TRGOVINA NA VELIKO I MALO DD",KONZUM,PRC,false,53375,HR,MARIJANA CAVICA 1/A,ZAGREB,10000,NA,HR29955634590,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=929638010&projectId=678024&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200534,678024,Strength2Food,participant,998755166,SVEUCILISTE U ZAGREBU EKONOMSKI FAKULTET,UniZAG,HES,false,338125,HR,TRG J F KENNEDYA  6,ZAGREB,10000,NA,HR27208467122,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998755166&projectId=678024&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200534,678024,Strength2Food,participant,936009164,FILIPOVIC MALADA IVANA,Top Class,PRC,false,60700,RS,DR ALEKSANDRA KOSTICA 15/5,BEOGRAD,11000,NA,RS107723240,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=936009164&projectId=678024&programId=31045243,NA,NA,NA,NA,NA,NA,NA
198210,665917,CREATIONS,participant,954810286,CENTAR ZA PROMOCIJU NAUKE,CPN,HES,false,62500,RS,KRALJA PETRA 46,BEOGRAD,11000,www.cpn.rs,RS106867229,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=954810286&projectId=665917&programId=31045243,NA,NA,NA,NA,NA,NA,NA
203269,689812,LANDSENSE,participant,933205185,INOSENS DOO NOVI SAD,INO,OTH,false,276500,RS,VOJVODE MISICA 13 1 1,NOVI SAD,21000,NA,RS108555520,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=933205185&projectId=689812&programId=31045243,NA,NA,NA,NA,NA,NA,NA
204762,687922,PIE News,participant,935970461,UDRUGE CENTAR ZA MIROVNE STUDIJE,CPS,OTH,false,122937.25,HR,SELSKA CESTA 112 A,ZAGREB,10000,NA,HR08770925700,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=935970461&projectId=687922&programId=31045243,NA,NA,NA,NA,NA,NA,NA
203265,689518,MERCES,participant,999558617,FACULTY OF SCIENCE UNIVERSITY OF ZAGREB,UNIZG,HES,false,135000,HR,HORVATOVAC 102/A,ZAGREB,10000,www.phy.hr,HR28163265527,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999558617&projectId=689518&programId=31045243,NA,NA,NA,NA,NA,NA,NA
199855,688117,SafeLog,participant,959856420,KONCAR INSTITUT ZA ELEKTROTEHNIKU D.D.,Koncar,OTH,false,501150,HR,FALLEROVO SETALISTE 22,ZAGREB,10 000,NA,HR37724368086,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=959856420&projectId=688117&programId=31045243,NA,NA,NA,NA,NA,NA,NA
199855,688117,SafeLog,participant,999876486,SVEUCILISTE U ZAGREBU FAKULTET ELEKTROTEHNIKE I RACUNARSTVA,FER,HES,false,565250,HR,UNSKA 3,ZAGREB,10000,www.fer.hr,HR57029260362,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999876486&projectId=688117&programId=31045243,NA,NA,NA,NA,NA,NA,NA
199877,688620,Making Sense,participant,940451861,RRJETI EDUKATOREVE BASHKEMOSHATAR,PEN,OTH,false,211250,XK,REXHEP MALA 5/A (PEN),PRISHTINA,10000,NA,XK330145559,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=940451861&projectId=688620&programId=31045243,NA,NA,NA,NA,NA,NA,NA
200424,688241,MAKE-IT,participant,936577875,FABLAB UDRUGA ZA POMICANJE DIGITALNE FABRIKACIJE,FLZ,REC,false,49282.5,HR,TRG VLADKA MACEKA 2,ZAGREB,10000,NA,NA,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=936577875&projectId=688241&programId=31045243,NA,NA,NA,NA,NA,NA,NA
218502,813596,DuRSAAM,partner,950876063,GRADMONT DOO ZA GRADEVINARSTVO INZENJERING PROMET I USLUGE GRADACAC,GRADMONT,OTH,false,NA,BA,DONJE LEDENICE BB,GRADACAC,76250,www.gradmont.net,BA4209887380008,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=950876063&projectId=813596&programId=31045243,NA,NA,NA,NA,NA,NA,NA
218502,813596,DuRSAAM,participant,998468531,SVEUCILISTE U ZAGREBU GRADEVINSKI FAKULTET,UNIZG,HES,false,474734.16,HR,FRA ANDRIJE KACICA MIOSICA 26,ZAGREB,10000,www.grad.hr,HR62924153420,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998468531&projectId=813596&programId=31045243,NA,NA,NA,NA,NA,NA,NA
217888,792236,BIOBRIDGES,participant,930315555,PARTICULA GROUP DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA USLUGE,PARTICULA,OTH,false,72375,HR,IVANA FILIPOVICA 4,RIJEKA,51000,NA,HR54639759611,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=930315555&projectId=792236&programId=31045243,NA,NA,NA,NA,NA,NA,NA
207205,731944,HarmonicSS,participant,997234012,ISTRAZIVACKO RAZVOJNI CENTAR ZA BIOINZENJERING BIOIRC DOO,BioIRC,OTH,false,206250,RS,PRVOSLAVA STOJANOVICA STREET 6,KRAGUJEVAC,34000,NA,RS105493828,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=997234012&projectId=731944&programId=31045243,NA,NA,NA,NA,NA,NA,NA
207192,731166,GeoERA,participant,925397946,GEOLOGICAL SURVEY OF THE REPUBLIC OF MACEDONIA,GSRM,HES,false,35015.42,MK,BOULEVARD ST KLIMENT OHRIDSKI 15,SKOPJE,1000,NA,MK4080012533371,https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=925397946&projectId=731166&programId=31045243,NA,NA,NA,NA,NA,NA,NA
